;;;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;FUENTE;FUENTE;POBLACION;POBLACION;
RPYMS33X;Cumplimiento en la consulta de valoración de la salud bucal en el año;Personas mayores de 6 meses que registran valoración de salud bucal en el año;RPYMS;Varios;Consultas;Consulta Salud Oral;IPS;Ambos;1- RIPS: CUPS: 890203 (Consulta primera vez);BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Consulta de odontología 
Año vigente
edad consulta: mayor o igual a 6 meses de edad.";"Total de población de 6 meses y más. activa y nueva
Dividido en 12 multiplicado por mes a evaluar";
RPYMS30aX;Cobertura aplicación de flúor en barniz (esquema completo);Proporción de personas de 1 a 17 años que registran aplicación de flúor en barniz 2 veces en los últimos 12 meses (Esquema de topicación) ;RPYMS;Varios;Procedimiento;Flúor;IPS;Ambos;1- RIPS: CUPS 997106 (Topicación de flúor en barniz);BASE DE DATOS DE AFILIACIONES (CIERRE MES);"
Aplicación de flúor en barniz  2 veces en el ultimo año (diferencia mínima de 3 meses y maximo de 6 meses entre dosis)
personas de 1 a 17 años";"Población actual al mes a evaluar activos y nuevos
1 a 17 años";
RPYMS36X;Proporción de mujeres con asesoría en anticoncepción - primera vez;Proporción de mujeres de 13 a 49 años con asesoría en planificación familiar alguna vez en la vida;RPYMS;Varios;Consultas;Asesoría PNF;IPS;Femenino;"1- RIPS: 
* CUPS con Finalidad 3 o CUPS con CIE-10 Z300, Z304, Z308; Z309
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

* Res 2275 CUPS con Finalidad 19 o CUPS con CIE-10 Z300, Z304, Z308; Z309
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

2- Res 202 Variable 53 - fecha válida (mas antigua)";"BASE DE DATOS DE AFILIACIONES
COHORTE MEF
(CIERRE MES)";"Mujeres del denominador
Registro de consulta de planificación familiar ";"Variable:
Población al mes a evaluar activos y nuevos
Mujeres en edad fértil 
13 a 49 años
";
RPYMS39X;Proporción de mujeres con asesoría en anticoncepción - control;Proporción de mujeres de 13 a 49 años con asesoría en planificación familiar en los últimos 12 meses;RPYMS;Varios;Consultas;Asesoría PNF;IPS;Femenino;"1- RIPS: 
* CUPS con Finalidad 3 o CUPS con CIE-10 Z300, Z304, Z308; Z309
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

* Res 2275 CUPS con Finalidad 19 o CUPS con CIE-10 Z300, Z304, Z308; Z309
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

2- Res 202 Variable 53 - fecha válida (mas reciente)";"BASE DE DATOS DE AFILIACIONES
COHORTE MEF
(CIERRE MES)";"Mujeres del denominador 
Registro de consulta de planificación familiar en los últimos 12 meses incluyendo el mes a evaluar";"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres en edad fértil 
13 a 49 años
";
RPYMS345X;Proporción de personas con resultado reactivo en prueba de tamización para hepatitis C, que tienen valoración medica posterior;Proporción de personas con resultado reactivo en prueba de tamización para hepatitis C, que tienen valoración medica posterior (incluye los siguientes 3 meses posterior a la emisión del resultado de la prueba alterada);RPYMS;Varios;Riesgo;Hepatitis C;IPS;Ambos;"1- RIPS 
* CUPS: MEDICINA 
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890254 (consulta de primera vez por especialista en infectologia)
890354 (Consulta de control o seguimiento por especialista en infectologia)

890246	CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN GASTROENTEROLOGIA
890346	CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN GASTROENTEROLOGIA
890266	CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA INTERNA
890366	CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN MEDICINA INTERNA";"1- Res 202: Variable 110 fecha válida
Variable 42 Opción  4 -Reactivo";Registro de consulta medica posterior a tamizacion;"Registro de tamización
ultimos 12 meses";
RPYMS386X;Cobertura de mujeres con intención reproductiva a corto plazo que reciben atención preconcepcional;Proporción de mujeres de 15 a 49 años con posibilidad de quedar en gestación que reciben consulta preconcepcional;RPYMS;Varios;Instrumentos;Preconcepcional;IPS;Femenino;"1- RIPS: 
* FInalidad ""22"" nueva Res ó CUPS con CIE-10: Z316, Z318, Z319
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Registro de consulta de atención preconcepcionalen cualquier momento de la vida
Edad a la consulta entre 15 y 49 años";"Variable:
Total de Mujeres de 15 a 49 años, 
Excluye: Sin Esterilización, Menopausia, histerectomía o  infertilidad.";
RPYMS77X;Cumplimiento en la atención preconcepcional en el año en mujeres con intención reproductiva a corto plazo;Mujeres de 15 a 49 años con posibilidad de quedar en gestación que reciben consulta preconcepcional;RPYMS;Varios;Instrumentos;Preconcepcional;IPS;Femenino;"1- RIPS: 
* FInalidad ""22"" nueva Res ó CUPS con CIE-10: Z316, Z318, Z319
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)";"COHORTE MEF
(CIERRE MES)";"Registro de consulta de atención preconcepcional en el año vigente
Edad mayor o igual a 15 años";"Variable:
Total de Mujeres de 15 a 49 años, 
Incluye mujeres con método PNF posterior  a cita preconcepcional

Dividido en 12 multiplicado por mes a evaluar";
RPYMS172X;Porcentaje de usuarias gestantes con consulta preconcepcional;Proporción de gestantes que registran atención preconcepcional;RMP;Varios;Consultas;Preconcepcional;IPS;Femenino;"1- RIPS: 
* FInalidad ""22"" nueva Res ó CUPS con CIE-10: Z316, Z318, Z319
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)";"1- Res 202. 
Variable 14: Opción 1 ";"Población denominador
Registro de consulta preconcepcional";"Variable:
Población actual al mes a evaluar activos y nuevos
Usuarias gestantes";
RPYMS387X;Proporción de gestantes que reciben valoración para la promoción de la alimentación y nutrición en el embarazo;Es la proporción de gestantes que acceden a una consulta por profesional de nutricion y dietetica en la etapa prenatal;RMP;Varios;Consultas;Valoracion por Nutrición;IPS;Femenino;"RIPS AC
890106 -  ATENCION [VISITA] DOMICILIARIA POR NUTRICION Y DIETETICA
890206 -  CONSULTA DE PRIMERA VEZ POR NUTRICION Y DIETETICA
890306 - CONSULTA DE CONTROL O DE SEGUIMIENTO POR NUTRICION Y DIETETICA
890406 - INTERCONSULTA POR NUTRICION Y DIET?ICA";"1- Res 202. 
Variable 14: Opción 1 ";Consulta de Nutricion durante la gestacion;"Variable:
Población actual al mes a evaluar activos y nuevos
Usuarias gestantes";
RPYMS49X;Cobertura de personas jóvenes, con atención en salud por medicina general o medicina familiar de acuerdo al esquema definido;Proporción de personas de 18 a 28 años que cumplen con el esquema definido de valoración integral por medicina general o Familiar;RPYMS;Juventud;Consultas;Valoración integral;IPS;Ambos;"1- RIPS:
MEDICINA:
* CUPS Finalidad 5 o CIE-10: Z003
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
 
* Res 2275 - CUPS con finalidad 11 o CIE-10: Z003
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)


2- Res 202: Variable 52 - Fecha valida

Edad a la fecha de corte y a la fecha de la consulta";BASE DE DATOS DE AFILIACIONES (CIERRE MES);" población del denominador
Registro de consultas según esquema";"Población al mes a evaluar activos y nuevos
18 a 28 años";
RPYMS589X;Cobertura de vacunación con BCG;Proporción de  niños de 0 a 11 meses 29 días con aplicación de BCG;RPYMS;Primera Infancia;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de gestión de vacunación menores
 * PAIWEB - PAI DISTRITAL
 * Plantilla EPS menores
 * RIPS (Dosis únicas) 993102";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Población denominador
Poblacion que registra aplicación de vacuna
Edad a la aplicación entre 0-11 meses 29 días
estado de afiliacion (Activo)";"Población actual al mes a evaluar activos y nuevos 
0 a 11 meses 29 días";
RPYMS383X;Cobertura de vacunación contra el virus del papiloma humano (VPH) en niños y adolescentes;Proporción de niños y adolescentes de 9 a 17 años que registran al menos una dosis de vacuna contra VPH;RPYMS;Varios;Procedimiento;Vacuna;IPS;Masculino;"1- Modulo vacunación- Vacuna VPH (VPH_1, VPH_2, VPH_3)- Fecha válida
2- RIPS: CUPS: 993513";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Población denominador
Niños y adolescentes (hombres) de 9 a 17 años
Registró de Vacunación contra VPH";"Población actual al mes a evaluar activos y nuevos 
niños de 9 a 17 años";
RPYMS88X;Tamizaje Cáncer de Colon y Recto;Proporción de personas entre 50 a 75 que cumplen con  el  tamizaje de  SOMF según esquema (últimos 2 años);RPYMS;Varios;Procedimiento;SOMFI;IPS;Ambos;"1- Res 202: Variable 67
2- Modulo colorrectal
3- RIPS 
CUPS: 907009";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"SOMF en los últimos 2 años
SOMF entre 50 - 75 años";"Población actual al mes a evaluar activos y nuevos 
50 a 75 años
";
RPYMS135X;Cumplimiento  de personas entre 50 y 75 años tamizadas con SOMFI en el año;Personas entre 50 a 75 que cumplen con  el  tamizaje de  SOMFI en el año;RPYMS;Varios;Procedimiento;SOMFI;IPS;Ambos;"1- Res 202: Variable 67 Fecha SOMF
2- Modulo colorrectal: Pestaña fecha SOMF
3- RIPS  CUPS: 907009";"BASE DE DATOS DE AFILIACIONES (CIERRE MES)

Cohorte DT colorrectal: Fecha SOMF mas reciente";"Población del denominador
tamizaje de SOM año vigente
";"Población al mes a evaluar activos y nuevos 
50 a 75 años
";
RPYMS388X;Proporción de hombres de 50 a 75 años con pruebas de tamizaje anormal a quienes se les realizó valoracion por Urologia;Proporción de hombres de 50 a 75 años con anormalidad en las 2 pruebas de tamizaje, tacto rectal y PSA, que cumplen con la valoracion por urologia;RPYMS;Varios;Procedimiento;Valoración Urologia;IPS;Masculino;"1- RIPS AP:
CUPS 890294 - 890394";"1- Res 202: 

* Tacto rectal: Variable 64 y Variable 22 - ""4 -Próstata anormal""

* PSA: Variable 73 y Variable 109 - ""Resultado de PSA"": Los rangos de anormalidad del antígeno prostático acorde con la edad según Osterling y colaboradores son: de 40 a 49 años (>2,5 ng/ml), de 50 a 59 años (>3,5 ng/ml), de 60 a 69 años (>4,5 ng/ml) y de 70 a 79 años (>6,5 ng/ml).";"Población denominador
Fecha valida de valoracion por urologia valida";"Variable: 
Población actual al mes a evaluar activos y nuevos 
hombres de 50 a 75 años con tamizaje PSA  y tacto rectal anormal
Fecha de tamizacion mas reciente: 12 meses atrás incluyendo el mes a evaluar y no se toman los últimos 2 meses
tamizaje posterior o igual a Fecha de afiliación";
RPYMS55X;Proporción de hombres de 50 a 75 años con pruebas de tamizaje anormal a quienes se les realizó biopsia de próstata.;Proporción de hombres de 50 a 75 años con anormalidad en las 2 pruebas de tamizaje, tacto rectal y PSA, que cumplen con la toma Biopsia de Próstata;RPYMS;Varios;Procedimiento;Biopsia;IPS;Masculino;"1- RIPS AP:
CUPS 601101 - 601102 - 601103 - 601104 - 601201 - 601301 - 601501 - 601502

2- DATOS ADICIONALES
Biopsia de próstata";"1- Res 202: 

* Tacto rectal: Variable 64 y Variable 22 - ""4 -Próstata anormal""

* PSA: Variable 73 y Variable 109 - ""Resultado de PSA"": Los rangos de anormalidad del antígeno prostático acorde con la edad según Osterling y colaboradores son: de 40 a 49 años (>2,5 ng/ml), de 50 a 59 años (>3,5 ng/ml), de 60 a 69 años (>4,5 ng/ml) y de 70 a 79 años (>6,5 ng/ml).";"Población denominador
Fecha valida de toma de  Biopsia de próstata";"Variable: 
Población actual al mes a evaluar activos y nuevos 
hombres de 50 a 75 años con tamizaje PSA  y tacto rectal anormal
Fecha de tamizacion mas reciente: 12 meses atrás incluyendo el mes a evaluar y no se toman los últimos 2 meses
";
RPYMS204X;Proporción de Hombres que cumplen la oportunidad entre toma y reporte de la biopsia de próstata;Proporción de hombres que cumplen con la oportunidad de 15 días entre la toma y reporte de la Biopsia de Próstata;RPYMS;Varios;Procedimiento;Biopsia;IPS;Masculino;"Para resultado  de la biopsia se puede obtener de:
1- CAC
2- RIPS 601101  BIOPSIA CERRADA (PERCUTÁNEA) (AGUJA) DE PRÓSTATA POR ABORDAJE TRANSRECTAL
3- Modulo de gestión- variable: Fecha resultado biopsia de próstata";"Para toma de la biopsia se puede obtener de:
1- CAC
2- RIPS 601101  BIOPSIA CERRADA (PERCUTÁNEA) (AGUJA) DE PRÓSTATA POR ABORDAJE TRANSRECTAL.
3- Modulo de gestión- variable: Fecha resultado biopsia cervical

";población con registro de reporte de biopsia 15 días o menos;población con reporte de Biopsia Próstata;
RPYMS63X;Tamizaje Cáncer de Cuello Uterino;Proporción de mujeres de 25 a 65 años que cumplen con toma de alguna prueba de tamizaje para cáncer de cuello uterino  según esquema;RPYMS;Varios;Tamizaje;Pruebas tamización;IPS;Femenino;"1- RIPS: CUPS 892904 (hace referencia a la técnica de inspección visual ver y tratar)
2- Modulo de gestión: Pestaña tamizaje- Citología cérvico uterina, prueba ADN-VPH, Técnica de inspección visual; Fecha valida
3- Cargue información adicional cérvix
4- Res 202: Prueba Tamizaje 
   * Variable 86= 1 o 3 o 4,  Fecha tamizaje (Variable 87): Últimos 3 años
   * Variable 86 = 2   Fecha tamizaje(Variable 87): Últimos 5 años
5- Res 202: Resultado tamizaje cáncer de cuello uterino
     * Variable 88= 
      Resultado citología cérvico uterina
     Escamosas:
      1  - ASC-US (células escamosas atípicas de significado indeterminado)
      2  - ASC-H (células escamosas atípicas, de significado indeterminado sugestivo de LEI de alto grado)
      3  - Lesión intraepitelial escamosa (LEI) de bajo grado- HPV (NIC I) (LEI BG)
      4  - Lesión intraepitelial escamosa (LEI) de alto grado (NIC II-III CA INSITU) (LEI AG)
      5  - Lesión intraepitelial escamosa de alto grado sospechosa de infiltración
      6  - Carcinoma de células escamosas (Escamocelular)
      Glandulares:
      7  - Células endocervicales atípicas sin ningún otro significado
      8  - Células endometriales atípicas sin ningún otro significado
      9  - Células glandulares atípicas sin ningún otro significado
      10 - Células endocervicales atípicas sospechosas de neoplasia
      11 - Células endometriales atípicas sospechosas de neoplasia
      12 - Células glandulares atípicas sospechosas de neoplasia
      13 - Adenocarcinoma endocervical in situ
      14 - Adenocarcinoma endocervical
      15 - Adenocarcinoma endometrial
      16 - Otras neoplasias
      17 - Negativa para lesión intraepitelial o neoplasia
      18 - Inadecuada para lectura
      Resultado para prueba AND-VPH ó inspección visual
      19 - Positivo 
      20 - Negativo

Edad al procedimiento 25 - 65 años";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Mujeres de 25 a 65 años
Que registran realización de prueba de tamizaje según frecuencia";"Población actual al mes a evaluar activos y nuevos

Mujeres de 25 a 65 años";
RPYMS58X;Proporción de mujeres con citología anormal, (superior a AS-CUS), a quienes se realizó colposcopia;Proporción de mujeres con prueba de tamización para cáncer de cuello uterino CCU tomada en los ultimos 12 meses, con reporte de  anormalidad, (superior a ASCUS),  que cumplen con la toma de colposcopia;RPYMS;Varios;Pruebas complementarias;Colposcopia;IPS;Femenino;"1- Res 202: Variable 91 ""colposcopia"" - fecha valida
2- Modulo de gestión: Pestaña colposcopia- fecha válida
3- RIPS CUPS: 702200 -702201 
El CUPS se toman como última opción, debe primar 202 y se toma siempre y cuando se tenga una fecha de una CCV inferior; Los resultados obtenidos con ese CUPS se deben llevar a la cohorte con el fin de que se realice la gestión de la IPS para el resultado en el modulo
";"1- Res 202:
Variable 86: 1 o 4 
Variable 88:  2 a 15
2- Modulo de gestión: 
  Pestaña tamización: 2 a 15";Población del denominador que tenga fecha valida de colposcopia;"Variable: 
Población al mes a evaluar activos y nuevos 
Mujeres con citología cervicouterina positiva (Superior a ASCUS) 
Fecha de CCU: 12 meses atrás incluyendo el mes a evaluar
CCU posterior o igual a Fecha de afiliación";
RPYMS23X;Valoración Salud bucal Primera Infancia;Proporción de personas de 6 meses a 5 años que registran valoración de salud bucal según esquema definido;RPYMS;Primera Infancia;Consultas;Consulta Salud Oral;IPS;Ambos;"1- RIPS: CUPS: 890203 

2- Res 202 Variable 76: Fecha Valida";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"
Consulta de odontología 
Edad a la consulta en el mismo rango de edad
Validez 12 meses incluido el mes a evaluar";"Total de población de 6 meses a 5 años.
Activos al mes evaluado.";
RPYMS24X;Valoración Salud bucal Infancia;Proporción de personas de 6  a 11 años que registran valoración de salud bucal según esquema definido;RPYMS;Infancia;Consultas;Consulta Salud Oral;IPS;Ambos;"1- RIPS: CUPS: 890203 

2- Res 202 Variable 76: Fecha Valida";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"
Consulta de odontología 
Edad a la consulta en el mismo rango de edad
Validez 12 meses incluido el mes a evaluar";"Total de población de 6 a 11 años.
 activos al mes evaluado.";
RPYMS25X;Valoración Salud bucal Adolescencia;Proporción de personas de 12  a 17 años que registran valoración de salud bucal según esquema definido;RPYMS;Adolescencia;Consultas;Consulta Salud Oral;IPS;Ambos;"1- RIPS: CUPS: 890203 

2- Res 202 Variable 76: Fecha Valida";Base de datos de afiliados;"Consulta de odontología 
Edad a la consulta en el mismo rango de edad
Validez 12 meses incluido el mes a evaluar";"Total de población de 12 a 17 años.
Activos al mes evaluado.";
RPYMS27X;Valoración Salud bucal Juventud;Proporción de personas de 18 a 28 años que registran valoración de salud bucal según esquema definido;RPYMS;Juventud;Consultas;Consulta Salud Oral;IPS;Ambos;"1- RIPS: CUPS: 890203 

2- Res 202 Variable 76: Fecha Valida";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"
Consulta de odontología 
Edad a la consulta en el mismo rango de edad
Validez 24 meses incluido el mes a evaluar";"Total de población de 18 a 28 años.
 activos al mes evaluado.";
RPYMS28X;Valoración Salud bucal adultez;Proporción de personas de 29 a 59 años que registran valoración de salud bucal según esquema definido;RPYMS;Adultez;Consultas;Consulta Salud Oral;IPS;Ambos;"1- RIPS: CUPS: 890203 

2- Res 202 Variable 76: Fecha Valida";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"
Consulta de odontología 
Edad a la consulta en el mismo rango de edad
Validez 24 meses incluido el mes a evaluar";"Total de población de 29 a 59 años.
 activos a mes evaluado.";
RPYMS29X;Valoración Salud bucal vejez;Proporción de personas mayores de 60 años que registran valoración de salud bucal según esquema definido;RPYMS;Vejez;Consultas;Consulta Salud Oral;IPS;Ambos;"1- RIPS: CUPS: 890203 

2- Res 202 Variable 76: Fecha Valida";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"
Consulta de odontología 
Edad a la consulta en el mismo rango de edad
Validez 24 meses incluido el mes a evaluar";"Total de población de 60 años y más.
 activos al mes evaluado.";
RPYMS30X;Cobertura de aplicación semestral de flúor (barniz);Proporción de personas de 1 a 17 años que registran aplicación de flúor en barniz en los últimos 6 meses;RPYMS;Varios;Procedimiento;Flúor;IPS;Ambos;1- RIPS: CUPS 997106 (Tipificación de flúor en barniz);BASE DE DATOS DE AFILIACIONES (CIERRE MES);"
Aplicación de flúor en barniz 
1 vez cada semestre
personas de 1 a 17 años";"Población actual al mes a evaluar activos y nuevos
1 a 17 años";
RPYMS559X;Proporción de mujeres con diagnóstico de Lupus con uso de un método anticonceptivo;Proporción de mujeres de 13 a 49 años con Lupus con reporte de suministro de método anticonceptivo vigente al periodo;RPYMS;Varios;Medicamentos;Anticonceptivo;IPS;Femenino;"1- Res 202
  Variable 55: SEGÚN VIGENCIA
 Variable 54: 1,2,3,4,5,6,7,8,9,1013,14
2- RIPS AP - CUPS: 663910 - 663100 - 697100 - 861801

";"Población activa. Patologias Ruta Preconcepcional. La fuente para denominador ""usuarias con diagnostico de lupus"" del archivo de patologias que se carga por adicionales";"Mujeres de 13 a 49 años
Comorbilidad Lupus asociada
Registro de uso de método anticonceptivo ";"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años 
Con comorbilidad: Lupus
 ";
RPYMS560X;Proporción de mujeres con diagnóstico de Enf. Tiroidea con uso de un método anticonceptivo;Proporción de mujeres de 13 a 49 años con Enf. Tiroidea con reporte de suministro de método anticonceptivo vigente al periodo;RPYMS;Varios;Medicamentos;Anticonceptivo;IPS;Femenino;"1- Res 202
  Variable 55: SEGÚN VIGENCIA
 Variable 54: 1,2,3,4,5,6,7,8,9,1013,14
2- RIPS AP - CUPS: 663910 - 663100 - 697100 - 861801

";BDUA;"Mujeres de 13 a 49 años
Comorbilidad Enf. Tiroidea asociada
Registro de uso de método anticonceptivo ";"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años 
Con comorbilidad: Enf. Tiroidea
 ";
RPYMS561X;Proporción de mujeres con diagnóstico de Epilepsia con uso de un método anticonceptivo;Proporción de mujeres de 13 a 49 años con Epilepsia con reporte de suministro de método anticonceptivo vigente al periodo;RPYMS;Varios;Medicamentos;Anticonceptivo;IPS;Femenino;"1- Res 202
  Variable 55: SEGÚN VIGENCIA
 Variable 54: 1,2,3,4,5,6,7,8,9,1013,14
2- RIPS AP - CUPS: 663910 - 663100 - 697100 - 861801

";BDUA;"Mujeres de 13 a 49 años
Comorbilidad Epilepsia asociada
Registro de uso de método anticonceptivo ";"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años 
Con comorbilidad: Epilepsia
 ";
RPYMS562X;Proporción de mujeres con diagnóstico de Enf. Cardiovascular con uso de un método anticonceptivo;Proporción de mujeres de 13 a 49 años con Enf. Cardiovascular con reporte de suministro de método anticonceptivo vigente al periodo;RPYMS;Varios;Medicamentos;Anticonceptivo;IPS;Femenino;"1- Res 202
  Variable 55: SEGÚN VIGENCIA
 Variable 54: 1,2,3,4,5,6,7,8,9,1013,14
2- RIPS AP - CUPS: 663910 - 663100 - 697100 - 861801

";BDUA;"Mujeres de 13 a 49 años
Comorbilidad Enf. Cardiovascular asociada
Registro de uso de método anticonceptivo ";"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años 
Con comorbilidad: Enf. Cardiovascular
 ";
RPYMS547X;Profilaxis Placa Bacteriana Primera Infancia;Es la proporción de personas de primera infancia a las que se les ha realizado profilaxis y remoción de placa bacteriana;RPYMS;Primera infancia;Procedimiento;Control de placa;IPS;Ambos;1- RIPS: CUPS 997310 y 997002;BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Realización de placa bacteriana
Edad a fecha de corte: 1 a 5 años
Edad a fecha de procedimiento: 1 a 5  años";"Total de población de 1 a 5 años
";
RPYMS548X;Profilaxis Placa Bacteriana Infancia;Es la proporción de personas de infancia a las que se les ha realizado profilaxis y remoción de placa bacteriana;RPYMS;Infancia;Procedimiento;Control de placa;IPS;Ambos;1- RIPS: CUPS 997310 y 997002;BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Realización de placa Bacteriana
Edad Corte: 6 A 11 años 
Edad al procedimiento: 6 A 11 años";Total población activa afiliada de 6 a11 años;
RPYMS549X;Profilaxis Placa Bacteriana Adolescencia;Es la proporción de personas de adolescencia a las que se les ha realizado profilaxis y remoción de placa bacteriana;RPYMS;Adolescencia;Procedimiento;Control de placa;IPS;Ambos;1- RIPS: CUPS 997310 y 997002;BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Realización de placa Bacteriana
Edad Corte: 12 A 17 años 
Edad a fecha de procedimiento: 12 A 17 años
";"Total población activa afiliada de 12 a 17 años
";
RPYMS550X;Profilaxis Placa Bacteriana Juventud;Es la proporción de personas jóvenes a las que se les ha realizado c profilaxis y remoción de placa bacteriana;RPYMS;Juventud;Procedimiento;Control de placa;IPS;Ambos;1- RIPS: CUPS 997310 y 997002;BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Realización de placa Bacteriana
Edad Corte: 18 a 28 años
Edad al procedimiento: 18 a 28 años
";"Total población activa afiliada de 18 a 28 años
";
RPYMS551X;Profilaxis Placa Bacteriana Adultez;Es la proporción de personas en adultez a las que se les ha realizado c profilaxis y remoción de placa bacteriana;RPYMS;Adultez;Procedimiento;Control de placa;IPS;Ambos;1- RIPS: CUPS 997310 y 997002;BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Realización de placa Bacteriana
Edad Corte: 29 años y  59 años
Edad al procedimiento: 29 años y 59 años
";"Total población activa afiliada de 29 años y  59 años
";
